id,categoria,boe,estructura_boe,persistido,resultado_reconstruccion,clasificacion,registro_espurio,fuente_oficial
38556,PUESTO_NUMERICO,BOE-A-2021-14357,"HTML oficial revisado: las denominaciones (SERVICIO INTERIOR, OFICINA GENERICO, etc.) preceden a la columna Cuerpo con códigos 0919/0920.",0919 (10 plazas),reextracción de denominación; el número es código de cuerpo/escala,OTRO_EXPLICITO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2021-14357
38557,PUESTO_NUMERICO,BOE-A-2021-14357,"HTML oficial revisado: las denominaciones (SERVICIO INTERIOR, OFICINA GENERICO, etc.) preceden a la columna Cuerpo con códigos 0919/0920.",0919 (3 plazas),reextracción de denominación; el número es código de cuerpo/escala,OTRO_EXPLICITO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2021-14357
38558,PUESTO_NUMERICO,BOE-A-2021-14357,"HTML oficial revisado: las denominaciones (SERVICIO INTERIOR, OFICINA GENERICO, etc.) preceden a la columna Cuerpo con códigos 0919/0920.",0920 (2 plazas),reextracción de denominación; el número es código de cuerpo/escala,OTRO_EXPLICITO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2021-14357
38559,PUESTO_NUMERICO,BOE-A-2021-14357,"HTML oficial revisado: las denominaciones (SERVICIO INTERIOR, OFICINA GENERICO, etc.) preceden a la columna Cuerpo con códigos 0919/0920.",0920 (20 plazas),reextracción de denominación; el número es código de cuerpo/escala,OTRO_EXPLICITO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2021-14357
38560,PUESTO_NUMERICO,BOE-A-2021-14357,"HTML oficial revisado: las denominaciones (SERVICIO INTERIOR, OFICINA GENERICO, etc.) preceden a la columna Cuerpo con códigos 0919/0920.",0919 (8 plazas),reextracción de denominación; el número es código de cuerpo/escala,OTRO_EXPLICITO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2021-14357
38561,PUESTO_NUMERICO,BOE-A-2021-14357,"HTML oficial revisado: las denominaciones (SERVICIO INTERIOR, OFICINA GENERICO, etc.) preceden a la columna Cuerpo con códigos 0919/0920.",0920 (4 plazas),reextracción de denominación; el número es código de cuerpo/escala,OTRO_EXPLICITO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2021-14357
38563,PUESTO_NUMERICO,BOE-A-2021-14357,"HTML oficial revisado: las denominaciones (SERVICIO INTERIOR, OFICINA GENERICO, etc.) preceden a la columna Cuerpo con códigos 0919/0920.",0919 (20 plazas),reextracción de denominación; el número es código de cuerpo/escala,OTRO_EXPLICITO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2021-14357
38564,PUESTO_NUMERICO,BOE-A-2021-14357,"HTML oficial revisado: las denominaciones (SERVICIO INTERIOR, OFICINA GENERICO, etc.) preceden a la columna Cuerpo con códigos 0919/0920.",0919 (11 plazas),reextracción de denominación; el número es código de cuerpo/escala,OTRO_EXPLICITO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2021-14357
38565,PUESTO_NUMERICO,BOE-A-2021-14357,"HTML oficial revisado: las denominaciones (SERVICIO INTERIOR, OFICINA GENERICO, etc.) preceden a la columna Cuerpo con códigos 0919/0920.",0919 (7 plazas),reextracción de denominación; el número es código de cuerpo/escala,OTRO_EXPLICITO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2021-14357
38566,PUESTO_NUMERICO,BOE-A-2021-14357,"HTML oficial revisado: las denominaciones (SERVICIO INTERIOR, OFICINA GENERICO, etc.) preceden a la columna Cuerpo con códigos 0919/0920.",0919/0920 (3 plazas),reextracción de denominación; el número es código de cuerpo/escala,OTRO_EXPLICITO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2021-14357
38567,PUESTO_NUMERICO,BOE-A-2021-14357,"HTML oficial revisado: las denominaciones (SERVICIO INTERIOR, OFICINA GENERICO, etc.) preceden a la columna Cuerpo con códigos 0919/0920.",0913 (2 plazas),reextracción de denominación; el número es código de cuerpo/escala,OTRO_EXPLICITO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2021-14357
38568,PUESTO_NUMERICO,BOE-A-2021-14357,"HTML oficial revisado: las denominaciones (SERVICIO INTERIOR, OFICINA GENERICO, etc.) preceden a la columna Cuerpo con códigos 0919/0920.",0920 (6 plazas),reextracción de denominación; el número es código de cuerpo/escala,OTRO_EXPLICITO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2021-14357
38569,PUESTO_NUMERICO,BOE-A-2021-14357,"HTML oficial revisado: las denominaciones (SERVICIO INTERIOR, OFICINA GENERICO, etc.) preceden a la columna Cuerpo con códigos 0919/0920.",0920 (3 plazas),reextracción de denominación; el número es código de cuerpo/escala,OTRO_EXPLICITO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2021-14357
38573,PUESTO_NUMERICO,BOE-A-2021-14357,"HTML oficial revisado: las denominaciones (SERVICIO INTERIOR, OFICINA GENERICO, etc.) preceden a la columna Cuerpo con códigos 0919/0920.",0913 (1 plazas),reextracción de denominación; el número es código de cuerpo/escala,OTRO_EXPLICITO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2021-14357
38574,PUESTO_NUMERICO,BOE-A-2021-14357,"HTML oficial revisado: las denominaciones (SERVICIO INTERIOR, OFICINA GENERICO, etc.) preceden a la columna Cuerpo con códigos 0919/0920.",0920 (1 plazas),reextracción de denominación; el número es código de cuerpo/escala,OTRO_EXPLICITO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2021-14357
38575,PUESTO_NUMERICO,BOE-A-2021-14357,"HTML oficial revisado: las denominaciones (SERVICIO INTERIOR, OFICINA GENERICO, etc.) preceden a la columna Cuerpo con códigos 0919/0920.",0921 (1 plazas),reextracción de denominación; el número es código de cuerpo/escala,OTRO_EXPLICITO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2021-14357
38576,PUESTO_NUMERICO,BOE-A-2021-14357,"HTML oficial revisado: las denominaciones (SERVICIO INTERIOR, OFICINA GENERICO, etc.) preceden a la columna Cuerpo con códigos 0919/0920.",0919/0920 (5 plazas),reextracción de denominación; el número es código de cuerpo/escala,OTRO_EXPLICITO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2021-14357
38577,PUESTO_NUMERICO,BOE-A-2021-14357,"HTML oficial revisado: las denominaciones (SERVICIO INTERIOR, OFICINA GENERICO, etc.) preceden a la columna Cuerpo con códigos 0919/0920.",0919 (15 plazas),reextracción de denominación; el número es código de cuerpo/escala,OTRO_EXPLICITO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2021-14357
38578,PUESTO_NUMERICO,BOE-A-2021-14357,"HTML oficial revisado: las denominaciones (SERVICIO INTERIOR, OFICINA GENERICO, etc.) preceden a la columna Cuerpo con códigos 0919/0920.",0920 (11 plazas),reextracción de denominación; el número es código de cuerpo/escala,OTRO_EXPLICITO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2021-14357
38579,PUESTO_NUMERICO,BOE-A-2021-14357,"HTML oficial revisado: las denominaciones (SERVICIO INTERIOR, OFICINA GENERICO, etc.) preceden a la columna Cuerpo con códigos 0919/0920.",0919/0920 (2 plazas),reextracción de denominación; el número es código de cuerpo/escala,OTRO_EXPLICITO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2021-14357
38580,PUESTO_NUMERICO,BOE-A-2021-14357,"HTML oficial revisado: las denominaciones (SERVICIO INTERIOR, OFICINA GENERICO, etc.) preceden a la columna Cuerpo con códigos 0919/0920.",0919/0920 (4 plazas),reextracción de denominación; el número es código de cuerpo/escala,OTRO_EXPLICITO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2021-14357
38581,PUESTO_NUMERICO,BOE-A-2021-14357,"HTML oficial revisado: las denominaciones (SERVICIO INTERIOR, OFICINA GENERICO, etc.) preceden a la columna Cuerpo con códigos 0919/0920.",0919 (6 plazas),reextracción de denominación; el número es código de cuerpo/escala,OTRO_EXPLICITO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2021-14357
38582,PUESTO_NUMERICO,BOE-A-2021-14357,"HTML oficial revisado: las denominaciones (SERVICIO INTERIOR, OFICINA GENERICO, etc.) preceden a la columna Cuerpo con códigos 0919/0920.",0919 (2 plazas),reextracción de denominación; el número es código de cuerpo/escala,OTRO_EXPLICITO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2021-14357
38583,PUESTO_NUMERICO,BOE-A-2021-14357,"HTML oficial revisado: las denominaciones (SERVICIO INTERIOR, OFICINA GENERICO, etc.) preceden a la columna Cuerpo con códigos 0919/0920.",0919/0920 (1 plazas),reextracción de denominación; el número es código de cuerpo/escala,OTRO_EXPLICITO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2021-14357
38584,PUESTO_NUMERICO,BOE-A-2021-14357,"HTML oficial revisado: las denominaciones (SERVICIO INTERIOR, OFICINA GENERICO, etc.) preceden a la columna Cuerpo con códigos 0919/0920.",0919 (1 plazas),reextracción de denominación; el número es código de cuerpo/escala,OTRO_EXPLICITO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2021-14357
42479,PUESTO_NUMERICO,BOE-A-2022-10576,"HTML oficial revisado: la tabla usa N.º orden, N.º plazas, Código puesto y Denominación; el 12 persistido es N.º orden.",12 (1 plazas),reextracción de la columna Denominación,NUMERO_DE_ORDEN,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2022-10576
42561,PUESTO_NUMERICO,BOE-A-2022-10890,"HTML oficial revisado: la tabla usa N.º orden, N.º plazas, Código puesto y Denominación; el 13 persistido es N.º orden.",13 (1 plazas),reextracción de la columna Denominación,NUMERO_DE_ORDEN,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2022-10890
42695,PUESTO_NUMERICO,BOE-A-2022-11535,HTML oficial revisado: las filas JURISTA/PSICOLOGO preceden a la columna Cuerpo 0902.,0902 (3 plazas),reextracción de denominación; el número es código de cuerpo/escala,OTRO_EXPLICITO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2022-11535
42696,PUESTO_NUMERICO,BOE-A-2022-11535,HTML oficial revisado: las filas JURISTA/PSICOLOGO preceden a la columna Cuerpo 0902.,0902 (2 plazas),reextracción de denominación; el número es código de cuerpo/escala,OTRO_EXPLICITO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2022-11535
42697,PUESTO_NUMERICO,BOE-A-2022-11535,HTML oficial revisado: las filas JURISTA/PSICOLOGO preceden a la columna Cuerpo 0902.,0902 (1 plazas),reextracción de denominación; el número es código de cuerpo/escala,OTRO_EXPLICITO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2022-11535
42726,PUESTO_NUMERICO,BOE-A-2022-11655,"HTML oficial revisado: concurso específico del ICAC; el valor numérico aislado procede de una columna de identificación/código, no de una denominación.",0011 0012 0013 (1 plazas),reextracción de denominación; el número es código de cuerpo/escala,OTRO_EXPLICITO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2022-11655
45399,PUESTO_NUMERICO,BOE-A-2022-17860,HTML oficial revisado: ABOGADO/ABOGADA DEL ESTADO precede a Cuerpo 0903.,0903 (1 plazas),reextracción de denominación; el número es código de cuerpo/escala,OTRO_EXPLICITO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2022-17860
48952,PUESTO_NUMERICO,BOE-A-2022-21597,HTML oficial revisado: JEFE/JEFA DE EQUIPO INSPECCIÓN precede a Cuerpo 1502.,1502 (1 plazas),reextracción de denominación; el número es código de cuerpo/escala,OTRO_EXPLICITO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2022-21597
99840,PUESTO_NUMERICO,BOE-A-2025-18984,HTML oficial revisado: ABOGADO/ABOGADA DEL ESTADO precede a Cuerpo 0903.,0903 (1 plazas),reextracción de denominación; el número es código de cuerpo/escala,OTRO_EXPLICITO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-18984
100776,PUESTO_NUMERICO,BOE-A-2025-22543,HTML oficial revisado (líneas de tabla): N.º orden | Puesto | Denominación; 50370641 | OFICINA DE JUSTICIA DE ADRA.,50370641 (1 plazas),reextracción de la columna Denominación,CODIGO_DE_PUESTO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543
100777,PUESTO_NUMERICO,BOE-A-2025-22543,HTML oficial revisado (líneas de tabla): N.º orden | Puesto | Denominación; 50370641 | OFICINA DE JUSTICIA DE ADRA.,50370636 (1 plazas),reextracción de la columna Denominación,CODIGO_DE_PUESTO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543
100778,PUESTO_NUMERICO,BOE-A-2025-22543,HTML oficial revisado (líneas de tabla): N.º orden | Puesto | Denominación; 50370641 | OFICINA DE JUSTICIA DE ADRA.,50370871 (1 plazas),reextracción de la columna Denominación,CODIGO_DE_PUESTO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543
100779,PUESTO_NUMERICO,BOE-A-2025-22543,HTML oficial revisado (líneas de tabla): N.º orden | Puesto | Denominación; 50370641 | OFICINA DE JUSTICIA DE ADRA.,50370646 (1 plazas),reextracción de la columna Denominación,CODIGO_DE_PUESTO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543
100780,PUESTO_NUMERICO,BOE-A-2025-22543,HTML oficial revisado (líneas de tabla): N.º orden | Puesto | Denominación; 50370641 | OFICINA DE JUSTICIA DE ADRA.,50370875 (1 plazas),reextracción de la columna Denominación,CODIGO_DE_PUESTO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543
100781,PUESTO_NUMERICO,BOE-A-2025-22543,HTML oficial revisado (líneas de tabla): N.º orden | Puesto | Denominación; 50370641 | OFICINA DE JUSTICIA DE ADRA.,50370876 (1 plazas),reextracción de la columna Denominación,CODIGO_DE_PUESTO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543
100782,PUESTO_NUMERICO,BOE-A-2025-22543,HTML oficial revisado (líneas de tabla): N.º orden | Puesto | Denominación; 50370641 | OFICINA DE JUSTICIA DE ADRA.,50370877 (1 plazas),reextracción de la columna Denominación,CODIGO_DE_PUESTO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543
100783,PUESTO_NUMERICO,BOE-A-2025-22543,HTML oficial revisado (líneas de tabla): N.º orden | Puesto | Denominación; 50370641 | OFICINA DE JUSTICIA DE ADRA.,50370878 (1 plazas),reextracción de la columna Denominación,CODIGO_DE_PUESTO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543
100784,PUESTO_NUMERICO,BOE-A-2025-22543,HTML oficial revisado (líneas de tabla): N.º orden | Puesto | Denominación; 50370641 | OFICINA DE JUSTICIA DE ADRA.,50370903 (1 plazas),reextracción de la columna Denominación,CODIGO_DE_PUESTO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543
100785,PUESTO_NUMERICO,BOE-A-2025-22543,HTML oficial revisado (líneas de tabla): N.º orden | Puesto | Denominación; 50370641 | OFICINA DE JUSTICIA DE ADRA.,50370917 (1 plazas),reextracción de la columna Denominación,CODIGO_DE_PUESTO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543
100786,PUESTO_NUMERICO,BOE-A-2025-22543,HTML oficial revisado (líneas de tabla): N.º orden | Puesto | Denominación; 50370641 | OFICINA DE JUSTICIA DE ADRA.,50370918 (1 plazas),reextracción de la columna Denominación,CODIGO_DE_PUESTO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543
100787,PUESTO_NUMERICO,BOE-A-2025-22543,HTML oficial revisado (líneas de tabla): N.º orden | Puesto | Denominación; 50370641 | OFICINA DE JUSTICIA DE ADRA.,50370928 (1 plazas),reextracción de la columna Denominación,CODIGO_DE_PUESTO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543
100788,PUESTO_NUMERICO,BOE-A-2025-22543,HTML oficial revisado (líneas de tabla): N.º orden | Puesto | Denominación; 50370641 | OFICINA DE JUSTICIA DE ADRA.,50370649 (1 plazas),reextracción de la columna Denominación,CODIGO_DE_PUESTO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543
100789,PUESTO_NUMERICO,BOE-A-2025-22543,HTML oficial revisado (líneas de tabla): N.º orden | Puesto | Denominación; 50370641 | OFICINA DE JUSTICIA DE ADRA.,50370934 (1 plazas),reextracción de la columna Denominación,CODIGO_DE_PUESTO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543
100790,PUESTO_NUMERICO,BOE-A-2025-22543,HTML oficial revisado (líneas de tabla): N.º orden | Puesto | Denominación; 50370641 | OFICINA DE JUSTICIA DE ADRA.,50370935 (1 plazas),reextracción de la columna Denominación,CODIGO_DE_PUESTO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543
100791,PUESTO_NUMERICO,BOE-A-2025-22543,HTML oficial revisado (líneas de tabla): N.º orden | Puesto | Denominación; 50370641 | OFICINA DE JUSTICIA DE ADRA.,50370936 (1 plazas),reextracción de la columna Denominación,CODIGO_DE_PUESTO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543
100792,PUESTO_NUMERICO,BOE-A-2025-22543,HTML oficial revisado (líneas de tabla): N.º orden | Puesto | Denominación; 50370641 | OFICINA DE JUSTICIA DE ADRA.,50370638 (1 plazas),reextracción de la columna Denominación,CODIGO_DE_PUESTO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543
100793,PUESTO_NUMERICO,BOE-A-2025-22543,HTML oficial revisado (líneas de tabla): N.º orden | Puesto | Denominación; 50370641 | OFICINA DE JUSTICIA DE ADRA.,50370954 (1 plazas),reextracción de la columna Denominación,CODIGO_DE_PUESTO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543
100794,PUESTO_NUMERICO,BOE-A-2025-22543,HTML oficial revisado (líneas de tabla): N.º orden | Puesto | Denominación; 50370641 | OFICINA DE JUSTICIA DE ADRA.,50370960 (1 plazas),reextracción de la columna Denominación,CODIGO_DE_PUESTO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543
100795,PUESTO_NUMERICO,BOE-A-2025-22543,HTML oficial revisado (líneas de tabla): N.º orden | Puesto | Denominación; 50370641 | OFICINA DE JUSTICIA DE ADRA.,50370964 (1 plazas),reextracción de la columna Denominación,CODIGO_DE_PUESTO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543
100796,PUESTO_NUMERICO,BOE-A-2025-22543,HTML oficial revisado (líneas de tabla): N.º orden | Puesto | Denominación; 50370641 | OFICINA DE JUSTICIA DE ADRA.,50370992 (1 plazas),reextracción de la columna Denominación,CODIGO_DE_PUESTO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543
100797,PUESTO_NUMERICO,BOE-A-2025-22543,HTML oficial revisado (líneas de tabla): N.º orden | Puesto | Denominación; 50370641 | OFICINA DE JUSTICIA DE ADRA.,50371018 (1 plazas),reextracción de la columna Denominación,CODIGO_DE_PUESTO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543
100798,PUESTO_NUMERICO,BOE-A-2025-22543,HTML oficial revisado (líneas de tabla): N.º orden | Puesto | Denominación; 50370641 | OFICINA DE JUSTICIA DE ADRA.,50371029 (1 plazas),reextracción de la columna Denominación,CODIGO_DE_PUESTO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543
100799,PUESTO_NUMERICO,BOE-A-2025-22543,HTML oficial revisado (líneas de tabla): N.º orden | Puesto | Denominación; 50370641 | OFICINA DE JUSTICIA DE ADRA.,50371030 (1 plazas),reextracción de la columna Denominación,CODIGO_DE_PUESTO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543
100800,PUESTO_NUMERICO,BOE-A-2025-22543,HTML oficial revisado (líneas de tabla): N.º orden | Puesto | Denominación; 50370641 | OFICINA DE JUSTICIA DE ADRA.,50371031 (1 plazas),reextracción de la columna Denominación,CODIGO_DE_PUESTO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543
100801,PUESTO_NUMERICO,BOE-A-2025-22543,HTML oficial revisado (líneas de tabla): N.º orden | Puesto | Denominación; 50370641 | OFICINA DE JUSTICIA DE ADRA.,50371032 (1 plazas),reextracción de la columna Denominación,CODIGO_DE_PUESTO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543
100802,PUESTO_NUMERICO,BOE-A-2025-22543,HTML oficial revisado (líneas de tabla): N.º orden | Puesto | Denominación; 50370641 | OFICINA DE JUSTICIA DE ADRA.,50371033 (1 plazas),reextracción de la columna Denominación,CODIGO_DE_PUESTO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543
100803,PUESTO_NUMERICO,BOE-A-2025-22543,HTML oficial revisado (líneas de tabla): N.º orden | Puesto | Denominación; 50370641 | OFICINA DE JUSTICIA DE ADRA.,50371034 (1 plazas),reextracción de la columna Denominación,CODIGO_DE_PUESTO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543
100804,PUESTO_NUMERICO,BOE-A-2025-22543,HTML oficial revisado (líneas de tabla): N.º orden | Puesto | Denominación; 50370641 | OFICINA DE JUSTICIA DE ADRA.,50371064 (1 plazas),reextracción de la columna Denominación,CODIGO_DE_PUESTO,NO,https://www.boe.es/diario_boe/txt.php?id=BOE-A-2025-22543
